image_id,xmin,ymin,xmax,ymax,label
sunhl-1th-03-Jan-2017-163 B AP.jpg,63.0,1105.0,286.0,1200.0,2
sunhl-1th-03-Jan-2017-163 B AP.jpg,67.0,1206.0,293.0,1308.0,2
sunhl-1th-03-Jan-2017-163 B AP.jpg,150.0,1299.0,343.0,1419.0,2
sunhl-1th-03-Jan-2017-163 B AP.jpg,179.0,1356.0,361.0,1482.0,2
sunhl-1th-03-Jan-2017-163 B AP.jpg,179.0,1396.0,391.0,1496.0,2
sunhl-1th-03-Jan-2017-164 A AP.jpg,208.0,65.0,388.0,109.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,208.0,132.0,377.0,194.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,228.0,205.0,362.0,279.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,221.0,309.0,349.0,391.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,210.0,406.0,355.0,487.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,206.0,502.0,342.0,583.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,183.0,591.0,361.0,675.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,185.0,691.0,360.0,780.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,189.0,790.0,367.0,880.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,185.0,899.0,375.0,989.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,184.0,1005.0,364.0,1109.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,174.0,1131.0,371.0,1253.0,1
sunhl-1th-03-Jan-2017-164 A AP.jpg,160.0,1251.0,385.0,1416.0,2
sunhl-1th-03-Jan-2017-164 A AP.jpg,158.0,1408.0,405.0,1567.0,2
sunhl-1th-03-Jan-2017-164 A AP.jpg,178.0,1539.0,424.0,1686.0,2
sunhl-1th-03-Jan-2017-164 A AP.jpg,182.0,1669.0,448.0,1812.0,2
sunhl-1th-03-Jan-2017-164 A AP.jpg,187.0,1810.0,468.0,1941.0,2
sunhl-1th-03-Jan-2017-165 A AP.jpg,86.0,83.0,244.0,157.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,94.0,164.0,226.0,231.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,92.0,235.0,237.0,326.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,100.0,301.0,255.0,411.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,133.0,375.0,283.0,487.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,179.0,427.0,311.0,558.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,222.0,481.0,361.0,624.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,242.0,547.0,406.0,659.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,247.0,661.0,403.0,723.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,224.0,730.0,388.0,809.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,202.0,821.0,372.0,906.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,196.0,924.0,351.0,1015.0,1
sunhl-1th-03-Jan-2017-165 A AP.jpg,181.0,1036.0,359.0,1121.0,2
sunhl-1th-03-Jan-2017-165 A AP.jpg,176.0,1150.0,352.0,1241.0,2
sunhl-1th-03-Jan-2017-165 A AP.jpg,174.0,1264.0,368.0,1385.0,2
sunhl-1th-03-Jan-2017-165 A AP.jpg,165.0,1377.0,397.0,1447.0,2
sunhl-1th-03-Jan-2017-165 A AP.jpg,171.0,1461.0,405.0,1521.0,2
sunhl-1th-04-Jan-2017-165 B AP.jpg,235.0,33.0,416.0,91.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,248.0,84.0,395.0,150.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,239.0,138.0,383.0,218.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,230.0,217.0,361.0,288.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,235.0,303.0,351.0,380.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,241.0,386.0,372.0,478.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,264.0,453.0,402.0,552.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,292.0,520.0,457.0,633.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,318.0,604.0,479.0,681.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,302.0,684.0,466.0,757.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,267.0,760.0,436.0,852.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,224.0,846.0,402.0,941.0,1
sunhl-1th-04-Jan-2017-165 B AP.jpg,209.0,940.0,373.0,1020.0,2
sunhl-1th-04-Jan-2017-165 B AP.jpg,189.0,1039.0,354.0,1133.0,2
sunhl-1th-04-Jan-2017-165 B AP.jpg,177.0,1174.0,332.0,1284.0,2
sunhl-1th-04-Jan-2017-165 B AP.jpg,179.0,1312.0,338.0,1401.0,2
sunhl-1th-04-Jan-2017-165 B AP.jpg,167.0,1443.0,368.0,1513.0,2
sunhl-1th-04-Jan-2017-165 C AP.jpg,154.0,45.0,347.0,95.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,156.0,97.0,333.0,144.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,161.0,147.0,308.0,202.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,160.0,199.0,285.0,279.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,143.0,277.0,311.0,383.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,169.0,409.0,336.0,500.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,201.0,493.0,388.0,596.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,246.0,572.0,445.0,667.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,252.0,657.0,463.0,746.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,225.0,766.0,424.0,867.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,209.0,858.0,389.0,975.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,200.0,995.0,359.0,1076.0,1
sunhl-1th-04-Jan-2017-165 C AP.jpg,178.0,1119.0,349.0,1197.0,2
sunhl-1th-04-Jan-2017-165 C AP.jpg,181.0,1233.0,356.0,1329.0,2
sunhl-1th-04-Jan-2017-165 C AP.jpg,191.0,1359.0,383.0,1462.0,2
sunhl-1th-04-Jan-2017-165 C AP.jpg,179.0,1492.0,416.0,1608.0,2
sunhl-1th-04-Jan-2017-165 C AP.jpg,179.0,1600.0,432.0,1669.0,2
sunhl-1th-05-Jan-2017-167 A AP.jpg,575.0,50.0,761.0,170.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,570.0,164.0,761.0,266.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,556.0,277.0,757.0,367.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,530.0,382.0,731.0,519.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,489.0,489.0,678.0,626.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,450.0,587.0,621.0,729.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,407.0,695.0,617.0,852.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,376.0,829.0,557.0,956.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,222.0,949.0,470.0,1138.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,73.0,1083.0,319.0,1262.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,8.0,1240.0,308.0,1375.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,21.0,1382.0,350.0,1590.0,1
sunhl-1th-05-Jan-2017-167 A AP.jpg,153.0,1513.0,411.0,1711.0,2
sunhl-1th-05-Jan-2017-167 A AP.jpg,320.0,1602.0,509.0,1794.0,2
sunhl-1th-05-Jan-2017-167 A AP.jpg,420.0,1694.0,722.0,1885.0,2
sunhl-1th-05-Jan-2017-167 A AP.jpg,555.0,1871.0,835.0,2059.0,2
sunhl-1th-05-Jan-2017-167 A AP.jpg,529.0,2073.0,881.0,2242.0,2
sunhl-1th-05-Jan-2017-167 B AP.jpg,477.0,57.0,685.0,162.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,486.0,174.0,689.0,288.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,478.0,295.0,682.0,388.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,465.0,400.0,663.0,515.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,444.0,513.0,627.0,618.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,416.0,608.0,608.0,755.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,386.0,737.0,565.0,865.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,349.0,824.0,563.0,971.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,269.0,927.0,482.0,1118.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,158.0,1043.0,445.0,1262.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,92.0,1180.0,377.0,1356.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,38.0,1324.0,330.0,1488.0,1
sunhl-1th-05-Jan-2017-167 B AP.jpg,33.0,1479.0,355.0,1705.0,2
sunhl-1th-05-Jan-2017-167 B AP.jpg,69.0,1627.0,418.0,1885.0,2
sunhl-1th-05-Jan-2017-167 B AP.jpg,199.0,1776.0,499.0,2031.0,2
sunhl-1th-05-Jan-2017-167 B AP.jpg,331.0,1953.0,670.0,2208.0,2
sunhl-1th-05-Jan-2017-167 B AP.jpg,406.0,2113.0,748.0,2346.0,2
sunhl-1th-05-Jan-2017-169 A AP.jpg,209.0,120.0,319.0,171.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,208.0,183.0,309.0,212.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,209.0,226.0,310.0,278.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,182.0,276.0,298.0,345.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,172.0,338.0,295.0,395.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,165.0,397.0,264.0,456.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,134.0,439.0,245.0,520.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,106.0,499.0,218.0,573.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,63.0,548.0,195.0,630.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,36.0,618.0,163.0,684.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,17.0,680.0,140.0,760.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,16.0,740.0,144.0,843.0,1
sunhl-1th-05-Jan-2017-169 A AP.jpg,40.0,805.0,173.0,926.0,2
sunhl-1th-05-Jan-2017-169 A AP.jpg,94.0,880.0,215.0,990.0,2
sunhl-1th-05-Jan-2017-169 A AP.jpg,147.0,940.0,270.0,1042.0,2
sunhl-1th-05-Jan-2017-169 A AP.jpg,192.0,1024.0,308.0,1091.0,2
sunhl-1th-05-Jan-2017-169 A AP.jpg,217.0,54.0,328.0,93.0,2
sunhl-1th-05-Jan-2017-170 A AP.jpg,276.0,75.0,470.0,158.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,263.0,169.0,472.0,249.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,257.0,260.0,455.0,363.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,242.0,357.0,428.0,482.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,214.0,484.0,393.0,589.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,165.0,594.0,346.0,719.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,141.0,720.0,329.0,830.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,130.0,840.0,319.0,952.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,135.0,962.0,327.0,1104.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,148.0,1095.0,351.0,1240.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,177.0,1234.0,398.0,1403.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,215.0,1370.0,448.0,1524.0,1
sunhl-1th-05-Jan-2017-170 A AP.jpg,256.0,1522.0,504.0,1703.0,2
sunhl-1th-05-Jan-2017-170 A AP.jpg,295.0,1700.0,540.0,1864.0,2
sunhl-1th-05-Jan-2017-170 A AP.jpg,289.0,1888.0,535.0,2054.0,2
sunhl-1th-05-Jan-2017-170 A AP.jpg,269.0,2060.0,532.0,2254.0,2
sunhl-1th-05-Jan-2017-170 A AP.jpg,213.0,2275.0,525.0,2439.0,2
sunhl-1th-05-Jan-2017-171 A AP.jpg,281.0,99.0,561.0,172.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,303.0,186.0,536.0,276.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,332.0,281.0,531.0,366.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,337.0,384.0,516.0,497.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,325.0,496.0,514.0,645.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,302.0,628.0,496.0,750.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,270.0,741.0,471.0,887.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,247.0,876.0,438.0,989.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,250.0,991.0,436.0,1135.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,253.0,1126.0,461.0,1273.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,276.0,1250.0,524.0,1419.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,320.0,1399.0,566.0,1570.0,1
sunhl-1th-05-Jan-2017-171 A AP.jpg,343.0,1553.0,616.0,1747.0,2
sunhl-1th-05-Jan-2017-171 A AP.jpg,332.0,1742.0,622.0,1911.0,2
sunhl-1th-05-Jan-2017-171 A AP.jpg,313.0,1914.0,615.0,2132.0,2
sunhl-1th-05-Jan-2017-171 A AP.jpg,234.0,2087.0,561.0,2335.0,2
sunhl-1th-05-Jan-2017-171 A AP.jpg,167.0,2274.0,467.0,2507.0,2
sunhl-1th-05-Jan-2017-172 A AP.jpg,318.0,102.0,566.0,172.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,330.0,189.0,556.0,252.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,343.0,248.0,518.0,350.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,309.0,337.0,491.0,452.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,214.0,421.0,448.0,554.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,150.0,522.0,381.0,686.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,133.0,653.0,363.0,777.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,134.0,754.0,397.0,908.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,175.0,844.0,422.0,1027.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,258.0,945.0,490.0,1126.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,302.0,1045.0,575.0,1234.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,366.0,1172.0,625.0,1342.0,1
sunhl-1th-05-Jan-2017-172 A AP.jpg,394.0,1330.0,657.0,1486.0,2
sunhl-1th-05-Jan-2017-172 A AP.jpg,418.0,1498.0,650.0,1656.0,2
sunhl-1th-05-Jan-2017-172 A AP.jpg,386.0,1664.0,648.0,1852.0,2
sunhl-1th-05-Jan-2017-172 A AP.jpg,330.0,1838.0,629.0,2057.0,2
sunhl-1th-05-Jan-2017-172 A AP.jpg,312.0,2033.0,612.0,2175.0,2
sunhl-1th-05-Jan-2017-172 B AP.jpg,324.0,100.0,616.0,199.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,334.0,193.0,620.0,267.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,323.0,265.0,578.0,380.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,311.0,346.0,533.0,494.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,267.0,448.0,525.0,581.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,199.0,522.0,468.0,677.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,160.0,650.0,439.0,732.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,155.0,763.0,447.0,823.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,175.0,855.0,448.0,955.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,235.0,958.0,475.0,1092.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,325.0,1049.0,540.0,1193.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,362.0,1153.0,631.0,1286.0,1
sunhl-1th-05-Jan-2017-172 B AP.jpg,409.0,1323.0,682.0,1425.0,2
sunhl-1th-05-Jan-2017-172 B AP.jpg,443.0,1508.0,694.0,1580.0,2
sunhl-1th-05-Jan-2017-172 B AP.jpg,437.0,1664.0,683.0,1766.0,2
sunhl-1th-05-Jan-2017-172 B AP.jpg,382.0,1844.0,658.0,1966.0,2
sunhl-1th-05-Jan-2017-172 B AP.jpg,333.0,2036.0,629.0,2148.0,2
sunhl-1th-05-Jan-2017-173 A AP.jpg,416.0,53.0,634.0,143.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,436.0,147.0,635.0,242.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,452.0,247.0,650.0,352.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,460.0,358.0,658.0,468.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,458.0,466.0,678.0,551.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,469.0,562.0,677.0,662.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,469.0,664.0,680.0,764.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,469.0,785.0,677.0,875.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,459.0,875.0,667.0,977.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,440.0,981.0,663.0,1095.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,411.0,1108.0,657.0,1225.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,393.0,1204.0,646.0,1358.0,1
sunhl-1th-05-Jan-2017-173 A AP.jpg,345.0,1365.0,625.0,1485.0,2
sunhl-1th-05-Jan-2017-173 A AP.jpg,313.0,1495.0,588.0,1629.0,2
sunhl-1th-05-Jan-2017-173 A AP.jpg,274.0,1635.0,581.0,1770.0,2
sunhl-1th-05-Jan-2017-173 A AP.jpg,253.0,1785.0,563.0,1929.0,2
sunhl-1th-05-Jan-2017-173 A AP.jpg,251.0,1953.0,528.0,2053.0,2
sunhl-1th-05-Jan-2017-174 A AP.jpg,346.0,96.0,535.0,174.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,371.0,175.0,526.0,256.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,400.0,265.0,527.0,356.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,417.0,368.0,551.0,471.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,431.0,474.0,555.0,611.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,428.0,618.0,578.0,732.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,425.0,750.0,582.0,861.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,416.0,880.0,593.0,986.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,407.0,1013.0,595.0,1117.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,404.0,1132.0,594.0,1256.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,404.0,1284.0,603.0,1419.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,406.0,1430.0,628.0,1586.0,1
sunhl-1th-05-Jan-2017-174 A AP.jpg,402.0,1594.0,617.0,1750.0,2
sunhl-1th-05-Jan-2017-174 A AP.jpg,396.0,1751.0,607.0,1909.0,2
sunhl-1th-05-Jan-2017-174 A AP.jpg,372.0,1920.0,603.0,2051.0,2
sunhl-1th-05-Jan-2017-174 A AP.jpg,347.0,2053.0,579.0,2282.0,2
sunhl-1th-05-Jan-2017-174 A AP.jpg,305.0,2292.0,570.0,2457.0,2
sunhl-1th-05-Jan-2017-175 A AP.jpg,437.0,96.0,642.0,168.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,446.0,167.0,633.0,246.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,459.0,238.0,625.0,337.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,468.0,343.0,621.0,457.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,454.0,470.0,625.0,607.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,443.0,619.0,620.0,736.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,432.0,745.0,611.0,857.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,429.0,852.0,616.0,997.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,429.0,1001.0,620.0,1115.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,410.0,1130.0,621.0,1258.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,407.0,1268.0,622.0,1424.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,404.0,1437.0,633.0,1565.0,1
sunhl-1th-05-Jan-2017-175 A AP.jpg,373.0,1584.0,609.0,1726.0,2
sunhl-1th-05-Jan-2017-175 A AP.jpg,372.0,1740.0,605.0,1894.0,2
sunhl-1th-05-Jan-2017-175 A AP.jpg,375.0,1905.0,623.0,2075.0,2
